id_,created_at,tweetID,tweet,username,id_str,name,entity,likes,retweets,quotes,replies,sentiment,bidang,gender,link,imageUrl
11,2023-01-05 5:03:57,1610864657274925057,Evergreen bagi 52 bulan bonus. Hyundai Oilbank bagi 120 bulan bonus. Korang berapa bulan bonus dapat? Aku air soya bonus pun tak dapat. bercukur la.Translate post,ZZulfikli,157595197,ZaYeD ZulFikLi,Hyundai,19559,181,5819,10,Positif,NULL,NULL,https://twitter.com/ZZulfikli/status/1610864657274925057,https://pbs.twimg.com/media/Flrw3EhagAEp-7z.jpg:large
12,2023-01-06 18:34:41,1611431074130980864,CAP BAGASI ERTIGA 2019 BERANGKAT KE BENGKEL MOBIL DI KOTA GRESIK JAWA TIMUR https://youtu.be/VKtl6RlsMcQ lewat @YouTubeTranslate post,bayu_motor,1318903056,Bayu hutama motor,Suzuki,160,365,227,0,Netral,NULL,NULL,https://twitter.com/bayu_motor/status/1611431074130980864,https://pbs.twimg.com/profile_images/3457600321/45a93235edf6a3c86623133990410a6d_200x200.jpeg
13,2023-02-04 5:02:28,1621735919673036807,"QS. Maryam ayat 4: Dan aku belum pernah kecewa dalam berdoa kepada-Mu, ya Tuhanku.",fuadsh0205,779075365,Fuad Sahlul Hilmi,Daihatsu,NULL,NULL,NULL,2498,Positif,NULL,NULL,https://twitter.com/fuadsh0205,https://pbs.twimg.com/profile_images/1609007932863315969/264dYw9B_200x200.jpg
14,2023-01-07 5:40:18,1611598580086878209,Civic Genio 1993 1.6CC Surat lengkap Plat 2026 Matic responsif Cat siram Okt 2021 Kaki2 baru d/b Bushing semua baru Oct 22 Ban baru Sept 22 Knalpot racing HKS AC dingin evaporator baru satu...,HoldenKlasik,1391235014,Suka Mobil Tua,Honda,154076,403,96549,158,Positif,NULL,NULL,https://twitter.com/HoldenKlasik/status/1611598580086878209,https://pbs.twimg.com/media/Fl2MTIxacAAX3Ff.jpg:large
15,2023-01-07 14:24:18,1611730450573328384,"Keputusan Masa Penuh Separuh Akhir 1 Piala Mitsubishi Electric AFF 2022 | Sabtu, 7 Januari 2023 MALAYSIA ?? 1-0 ?? THAILAND ⚽️ Faisal Halim 11' ▶️ Separuh Akhir 2 di Bangkok...",FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,183753,63,18414,148,Netral,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1611730450573328384,https://pbs.twimg.com/media/Fl4ER6TakAI0c3X.jpg:large
16,2023-01-07 12:20:52,1611699388434505730,"Sempena kehangatan Piala AFF Mitsubishi Electric 2022, saya kongsikan bebenang sejarah nama #HarimauMalaya yang menjadi gelaran pasukan kebangsaan. Terdapat tiga cerita di sebalik nama asal...",faisalazizfa,2397836401,Faisal Aziz ☕️??,Mitsubishi,5470,1895,9475,1,Netral,NULL,NULL,https://twitter.com/faisalazizfa/status/1611699388434505730,https://pbs.twimg.com/media/Fl3oDKUaMAEAKfB.jpg:large
17,2023-01-07 2:01:32,1611543527028297729,"Hari Perlawanan | Sabtu, 7 Januari 2023 Separuh Akhir 1 • Piala Mitsubishi Electric AFF 2022 ⚽️ MALAYSIA ?? ?️ ?? THAILAND ? 8.30 malam ini ? Stadium Nasional,...",FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,183766,63,18408,13,Netral,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1611543527028297729,https://pbs.twimg.com/media/Fl1aS4FagAAxHGK.jpg:large
18,2023-01-07 11:30:25,1611686690581803009,"Kesebelasan Utama & Pemain Simpanan Harimau Malaya Separuh Akhir 1 Piala Mitsubishi Electric AFF 2022 | Sabtu, 7 Januari 2023 ⚽️ MALAYSIA ?? ?️ ?? THAILAND ? 8.30 malam...",FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,183705,63,18376,19,Netral,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1611686690581803009,https://pbs.twimg.com/media/Fl3cfhAakAACcky.jpg:large
19,2023-01-07 1:59:07,1611542917856006146,"Operasi Stesen LRT Bukit Jalil akan dilanjutkan sehingga jam 12.30 tengah malam pada 7 Januari 2023 sempena Perlawanan Bola Sepak Piala Mitsubishi Electric AFF 2022, Malaysia menentang Thailand...",StadiumMalaysia,273217622,Stadium.Malaysia ?️??,Mitsubishi,4130,603,3210,5,Netral,NULL,NULL,https://twitter.com/StadiumMalaysia/status/1611542917856006146,https://pbs.twimg.com/media/Fl1ZvTbacAAFNG8.jpg:large
20,2023-01-07 14:34:19,1611732969487732738,"1-0 belum lagi bekal selesa untuk #HarimauMalaya ke Thailand. Bagi golongan suami yang bakal ke Bangkok untuk menyokong Harimau Malaya, pastikan restu isteri diperolehi terlebih dahulu. Jangan...",tzafrul_aziz,1241726234553241601,Tengku Zafrul ??,Mitsubishi,146739,87,4366,66,Netral,NULL,NULL,https://twitter.com/tzafrul_aziz/status/1611732969487732738,https://pbs.twimg.com/profile_images/1254307989311242240/gRLXo71n_200x200.jpg
21,2023-01-08 16:24:21,1612123051591892993,"Mobil Honda Jazz Kecelakaan di Depan Hotel Tiara Medan, Sopir Tewas Tertancap Besi PagarTranslate post",jawapos,2392460208,Jawa Pos,Honda,563702,264,1150976,0,Negatif,NULL,NULL,https://mobile.twitter.com/jawapos/status/1612123051591892993,https://pbs.twimg.com/profile_images/1783042568894451712/-Zr9TOKU_200x200.jpg
22,2023-01-08 5:47:17,1611962724707360771,"Terima kasih kepada 62, 989 orang penyokong yang hadir menyaksikan aksi perlawanan separuh akhir pertama Piala Mitsubishi Electric AFF 2022, Malaysia lwn Thailand di Stadium Nasional, Bukit...",FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,183606,63,18370,17,Positif,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1611962724707360771,https://pbs.twimg.com/media/Fl7Xh6dacAAp0RQ.jpg:large
23,2023-01-08 4:16:00,1611939753125109760,10,HoldenKlasik,1391235014,Suka Mobil Tua,Mazda,153473,403,96252,1,Netral,NULL,NULL,https://twitter.com/HoldenKlasik/status/1611939753125109760,https://pbs.twimg.com/profile_images/1619347569137815552/egaTcsaS_200x200.jpg
24,2023-01-09 16:30:00,1612486859455856640,Wow Honda Amaze 2023 Kembaran Brio dengan Pilihan Mesin Berturbo Charger Namun dengan Harga 100 Jutaan Baca selanjutnya di https://strategi.id/diatasroda/pr-1046479136/wow-honda-amaze-2023-kembaran...,strategi_id,1004853909020553216,strategi.id,Honda,144,181,5347,0,Positif,NULL,NULL,https://twitter.com/strategi_id/status/1612486859455856640,https://pbs.twimg.com/media/FmC0PrdaEAILbH4.jpg:large
25,2023-01-10 2:32:25,1612638462603321349,"Hari Perlawanan | Selasa, 10 Januari 2023 Separuh Akhir 2 • Piala Mitsubishi Electric AFF 2022 ⚽️ THAILAND ?? (0) ?️ (1) ?? MALAYSIA ? 7:30pm (TH) ? 8:30pm (MY)...",FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,183521,63,18335,15,Netral,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1612638462603321349,https://pbs.twimg.com/media/FmE-IcjaAAEQ6F_.jpg:large
26,2023-01-10 10:37:57,1612760651679825920,JUAL BMW E46 318I N42 TAUN 2002 SS LENGKAP OFF LAMA MESIN SEHAT HALUS MATIC SEHAT AC DINGIN POWER WINDOW DEPAN NORMAL BELAKANG OFF INTERIOR ORYGINAL RAPI HARGA 58 JUTA SAJA WA : 085692402419...,HoldenKlasik,1391235014,Suka Mobil Tua,BMW,154218,403,96531,53,Netral,NULL,NULL,https://twitter.com/HoldenKlasik/status/1612760651679825920,https://pbs.twimg.com/media/FmGtP2QaEAIK58a.jpg:large
27,2023-01-10 14:21:03,1612816794775072770,"Keputusan Masa Penuh Separuh Akhir 2 Piala Mitsubishi Electric AFF 2022 | Selasa, 10 Januari 2023 THAILAND ?? 3-0 ?? MALAYSIA ⚽️ Teerasil Dangda 19' Bordin Phala 55' Adisak...",FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,183630,63,18371,253,Netral,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1612816794775072770,https://pbs.twimg.com/media/FmHgT02agAEmC25.jpg:large
28,2023-01-10 11:31:45,1612774192306614273,"Kesebelasan Utama & Pemain Simpanan Harimau Malaya Separuh Akhir 2 Piala Mitsubishi Electric AFF 2022 | Selasa, 10 Januari 2023 ⚽️ THAILAND ?? (0) ?️ (1) ?? MALAYSIA ?...",FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,183698,63,18383,48,Netral,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1612774192306614273,https://pbs.twimg.com/media/FmG5lDcacAEEe_V.jpg:large
29,2023-01-10 15:45:03,1612837933354221570,Perjuangan skuad Harimau Malaya pada Piala Mitsubishi Electric AFF 2022 berakhir di peringkat separuh akhir. Terima kasih kepada wira-wira Harimau Malaya yang telah berjuang untuk membawa nama...,FAM_Malaysia,3191632944,FA Malaysia,Mitsubishi,183753,63,18410,74,Positif,NULL,NULL,https://twitter.com/FAM_Malaysia/status/1612837933354221570,https://pbs.twimg.com/media/FmHzhz-aMAEKkey.jpg:large
30,2023-01-12 12:15:34,1613509993034297346,"Perbedaan Toyota Hilux Tipe E dan G, Kamu Harus Tahu! https://idntimes.com/automotive/car/seo-intern/perbedaan-toyota-hilux-tipe-e-dan-g-kamu-harus-tahu?utm_source=twitter&utm_medium=twitter&utm_ca...",IDNTimes,388190238,IDN Times,Toyota,400829,297,1218433,0,Netral,NULL,NULL,https://twitter.com/IDNTimes/status/1613509993034297346?lang=ar,https://pbs.twimg.com/media/FmRWybXagAAn_tJ.jpg:large
31,2023-01-13 6:00:00,1613777867321516034,"Kecemasan itu kini tak perlu dihiraukan. Nikmati beragam layanan inovatif dari “Hyundai Hadir Untukmu” yang memberikan kenyamanan, ketenangan, dan kepuasan untuk seluruh pelanggan! #Hyundai...",hyundaimotorid,1310343347383332864,Hyundai Motors Indonesia,Hyundai,16249,0,3143,1,Positif,NULL,NULL,https://twitter.com/hyundaimotorid/status/1613777867321516034,https://pbs.twimg.com/ext_tw_video_thumb/1613742981013700608/pu/img/vYXAnH6L_jwSBfHJ.jpg:large
32,2023-01-15 11:08:24,1614580251295711234,"Promo yang paling ditunggu hadir untukmu! Untuk semua pemilik STNK Mitsubishi selain FUSO, nikmati diskon terbaik, sebesar 25% lhoo ? Promo bersama IP (Industry Partner) kami hanya berlaku...",kidzaniasub,999208759271440384,KidZania Surabaya,Mitsubishi,76,47,1347,0,Positif,NULL,NULL,https://twitter.com/kidzaniasub/status/1614580251295711234,https://pbs.twimg.com/media/FmgkLpDXwAUwSdv.jpg:large
33,2023-01-16 5:11:43,1614852880888135681,"Sudah Murah Bahkan Seharga LCGC, Mobil Bekas Toyota Fortuner Cuma 135 Jutaan, Cek Daftarnya DisiniTranslate post",soulselcom,1561568135798726656,soulsel newsroom,Toyota,1,31,120,0,Positif,NULL,NULL,https://twitter.com/soulselcom/status/1614852880888135681,https://pbs.twimg.com/profile_images/1561568189309648896/On5wReJa_200x200.png
34,2023-01-16 14:28:07,1614992903046324224,"Dijual bmw e30 th 1990 m40, warna merah, ac dingin, kaki2 nyaman, mesin normal, temperatur aman,.. Minus : - pajak off 2021 - reks steering ( sudah ada rekssteering yg baru, tinggal pasang.)...",HoldenKlasik,1391235014,Suka Mobil Tua,BMW,152821,403,96005,21,Netral,NULL,NULL,https://twitter.com/HoldenKlasik/status/1614992903046324224,https://pbs.twimg.com/media/FmmbeMvagAIatNx.jpg:large
35,2023-01-16 2:18:27,1614809273896415234,"Apa pistol (carry) favorit kalian? Mimin pun sebenarnya lebih suka SIG-series seperti P320 atau P229, namun sangat sulit untuk melepas Glock yang satu ini, Glock 19 gen 5 MOS yang optic-ready...",RandomWorldWar,1469495629541904384,Random World War,Suzuki,295393,68,32587,64,Netral,NULL,NULL,https://twitter.com/RandomWorldWar/status/1614809273896415234,https://pbs.twimg.com/media/Fmj0eZKacAEOwNB.jpg:large
36,2023-01-17 2:02:07,1615167550786244608,"Min, kapan yah Isuzu sama Mitsubishi bikin minibus sendiri kayak Hiace. Kan skrg udah pada punya mesin 2500cc Euro 4 semua. Skrg udah gak ada larangan pabrikan bikin body sendiri, gak usah...",Outstandjing,59363362,:),Mitsubishi,61019,3561,240091,7,Netral,NULL,NULL,https://twitter.com/Outstandjing/status/1615167550786244608,https://pbs.twimg.com/profile_images/1434784328077099009/vmYlkPix_200x200.jpg
37,2023-01-16 14:40:12,1614995941983158275,Abadikanlah sebelum spesies MITSUBISHI BM meghilang WARGA BARU PT. Warga Baru Express EKONOMI (Non AC) Pagaden - Kampung Rambutan via. Pamanukan(pp) 145 (T 7574 DC) Body : (UNKNOW) by. Karoseri...,SinatriaNur_Muh,1145310912208723969,Kembalian Micin,Mitsubishi,682,202,5901,2,Netral,NULL,NULL,https://twitter.com/SinatriaNur_Muh/status/1614995941983158275,https://pbs.twimg.com/media/FmmePRsacAcpJdi.jpg:large
38,2023-01-17 2:48:59,1615179346095783942,Baru saja mengirim foto @ Daihatsu Rangkasbitung Lebak Banten - Yan wijaya 087772111782 https://instagram.com/p/CngAYqbyJIR/?igshid=YTgzYjQ4ZTY=…Translate post,yan_14n,326104431,yan wijaya,Daihatsu,43,173,1597,0,Netral,NULL,NULL,https://twitter.com/yan_14n/status/1615179346095783942,https://pbs.twimg.com/profile_images/1418664426/yan_200x200.jpg
39,2023-01-18 4:41:47,1615570119664758784,"""Battleship Island” yang juga dikenali sebagai Gunkanjima atau ""Pulau Kapal Perang"" yang terletak di Pulau Hashima dibeli oleh Kumpulan Mitsubishi pada tahun 1890 semasa revolusi perindustrian...",JalanCutiSantai,1173590328504246272,Jalan-Jalan Cuti Santai,Mitsubishi,72356,0,8318,1,Netral,NULL,NULL,https://twitter.com/JalanCutiSantai/status/1615570119664758784,https://pbs.twimg.com/media/FmuodKPagAAM8Vy.jpg:large
40,2023-01-22 3:30:45,1617001796261810176,"Hadir Honda Amaze 2023 100 Jutaan si Brio Versi Sedan, Canggih Super Irit Baca selanjutnya di https://strategi.id/diatasroda/pr-1046968067/hadir-honda-amaze-2023-100-jutaan-si-brio-versi-sedan-cang...",strategi_id,1004853909020553216,strategi.id,Honda,145,180,5329,0,Positif,NULL,NULL,https://twitter.com/strategi_id/status/1617001796261810176,https://pbs.twimg.com/media/FnC-jxXagAA1LEe.jpg:large
41,2023-01-23 15:31:20,1617545526945382400,Inilah dia skuad Indonesia di Daihatsu Indonesia Masters 2023. Ayo dukung perjuangan mereka! ???? #DIM2023Translate post,INABadminton,1200006384,BADMINTON INDONESIA,Daihatsu,1533503,209,75836,26,Positif,NULL,NULL,https://twitter.com/INABadminton/status/1617545526945382400,https://pbs.twimg.com/media/FnKtBd5aMAA-ZxL.jpg:large
42,2023-01-23 4:31:19,1617379426504937473,nonton bulutangkis indonesia daihatsu indonesia master 2023 (bwf super 500) selasa minggu 24/29 januari 2023 di istora gelora bung karno tanah abang jakarta pusat live hanya di tv gratis mnc...,arifky87,2589490099,AKBAR RIFKY,Daihatsu,464,18,20904,0,Netral,NULL,NULL,https://twitter.com/arifky87/status/1617379426504937473,https://pbs.twimg.com/media/FnIWA98aMAEicBH.jpg:large
43,2023-01-23 1:46:53,1617338046701260803,WTS Tiket Daihatsu Indonesia Master 2023 DAY 3 Bantu temen yg gajadi nonton karena suaminya gabisa cuti.. 2 tiket DAY 3 (regular) Harga beli 350k (2 tiket) NEGO ALUS yg minat & serius dm yaaaaa...,tiwinoviany,69897679,Noviany Cipta Dewi,Daihatsu,339,209,12444,2,Netral,NULL,NULL,https://twitter.com/tiwinoviany/status/1617338046701260803,https://pbs.twimg.com/profile_images/1190653346102890503/uc4UqzbB_200x200.jpg
44,2023-01-23 4:48:25,1617383730670366720,Mau lebih nyaman? Bisa Add-On Xtra Carry On mulai Rp80ribu!? Kami tunggu kamu di penerbangan selanjutnya ya! ? #airasiaindonesia #promoairasiaTranslate post,airasia_indo,113292385,AirAsia Indonesia,Suzuki,3999568,3,56711,0,Positif,NULL,NULL,https://twitter.com/airasia_indo/status/1617383730670366720,https://pbs.twimg.com/media/FnIZ7bIaUAQmTjH.jpg:large
45,2023-01-24 3:51:52,1617731887866482689,Toyota Corolla Veteran (Corvet) Th 77 . Yg serius silahkan di cek unitnya. Warna Hijau plat B Mobil siap nongkrong Transmisi Manual Pajak Panjang On 07-2023 - 07-2027 AN Pribadi Mobilnya BPKB...,HoldenKlasik,1391235014,Suka Mobil Tua,Toyota,155208,401,96658,50,Positif,NULL,NULL,https://twitter.com/HoldenKlasik/status/1617731887866482689,https://pbs.twimg.com/media/FnNWkTpaAAUVSo7.jpg:large
46,2023-01-24 15:24:28,1617906186124398595,Babak 32 besar Daihatsu Indonesia Masters 2023 berlanjut besok mulai pukul 08.00 WIB. Ini jadwal wakil-wakil Indonesia! Ayo semangat lagi! ???? #DIM2023Translate post,INABadminton,1200006384,BADMINTON INDONESIA,Daihatsu,1530916,209,75506,17,Positif,NULL,NULL,https://twitter.com/INABadminton/status/1617906186124398595,https://pbs.twimg.com/media/FnP1GH4acAAZ0-n.jpg:large
47,2023-01-24 21:39:33,1618000577472106497,#SPOTV #IndonesiaMasters2023,kikimmm_03,977654594,kikim,Daihatsu,287,695,2499,0,Netral,NULL,NULL,https://twitter.com/kikimmm_03/status/1618000577472106497,https://pbs.twimg.com/profile_images/1210066675082485760/-MMeG_33_200x200.jpg
48,2023-01-25 4:55:06,1618110186467790849,Toyota Way dan Tesla Way adalah dua cara berbeda dalam mengelola perusahaan yang digunakan oleh Toyota dan Tesla. Kedua cara ini memiliki beberapa kemiripan dan perbedaan yang signifikanTranslate post,arthajonar,95144361,artha nugraha jonar,Toyota,2642,3923,8538,0,Netral,NULL,NULL,https://twitter.com/arthajonar/status/1618110186467790849,https://pbs.twimg.com/profile_images/1127620266018762752/B-i4se7w_200x200.jpg
49,2023-01-25 12:43:18,1618228015133249537,"Sahabat, yuk ikutan Giveaway bareng Daimin ? Jawab benda yang harus muncul dari atas ke bawah dan dapatkan tiket masuk Daihatsu Indonesia Masters hari ke-3 ? Caranya gampang banget: 1....",DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,234572,10936,53188,955,Netral,NULL,NULL,https://twitter.com/DaihatsuInd/status/1618228015133249537,https://pbs.twimg.com/media/FnUZyh4aAAAVcLk.jpg:large
50,2024-02-13 10:57:10,1757358244912414952,"Baru jadi ketua KPPS aja tendanya udah kaya wedding, gimana nikahan nanti ? High Quality single, adek kandung, umur 26 tahun. Siap nikah wkwkwk #KPPS #Pemilu #Pemilu2024AmanDamai #Pemilu2024",shandrabastian,53938780,Shandra bastian,Daihatsu,NULL,NULL,NULL,1,Negatif,NULL,NULL,https://twitter.com/shandrabastian,https://pbs.twimg.com/profile_images/1385515244412305410/riO-GjUp_200x200.jpg
51,2023-01-25 6:23:48,1618132511791665153,"Harga AK-47 setara dengan Honda CRV baru! ""Senapan di Amerika Serikat itu murah min, semua orang bisa beli, apalagi AK-47,"" ialah kata-kata yang sering mimin dengar. Coba kalian lihat harga...",RandomWorldWar,1469495629541904384,Random World War,Honda,295869,68,32769,79,Negatif,NULL,NULL,https://twitter.com/RandomWorldWar/status/1618132511791665153,https://pbs.twimg.com/media/FnTC8SaaUAAAmLT.jpg:large
52,2023-01-26 14:41:52,1618620240514121728,Armada perintis saat Po. MARITA baru berdiri tahun 2004 & nama Bis masih berupa Perusahaan Otobus / PO belum jadi Perusahaan Terbuka / PT Dulu cuman punya 10 Bis dengan sasis HYUNDAI MIGHTY...,SinatriaNur_Muh,1145310912208723969,Kembalian Micin,Hyundai,685,202,5924,0,Netral,NULL,NULL,https://twitter.com/SinatriaNur_Muh/status/1618620240514121728,https://pbs.twimg.com/media/FnZ-h2facAAFoE8.jpg:large
53,2023-01-26 14:53:57,1618623281996926976,Sosok pria nyentrik ini dikenal sebagai Pakde Bei Budiono. Ia merupakan kolektor dari mobil Mazda klasik tipe B600. Dirinya mengoleksi mobil Mazda klasik tersebut sejak tahun 2000-an.Translate post,AboutTNG,2818687488,About Tangerang,Mazda,42451,0,95165,1,Netral,NULL,NULL,https://twitter.com/AboutTNG/status/1618623281996926976,https://pbs.twimg.com/media/FnaBSW5aUAASk_S.jpg:large
54,2023-01-26 3:32:40,1618451828882165760,"#Thread Perilaku pengendara mobil Audi A8 merenggut nyawa Selvi Amalia Nuraeni. Mahasiswi Universitas Suryakencana, Cianjur, ini ditabrak saat mengendarai sepeda motor. Berikut 7 fakta tewasnya...",detikcom,69183155,detikcom,AUDI,22015161,42,2340528,225,Negatif,NULL,NULL,https://twitter.com/detikcom/status/1618451828882165760,https://pbs.twimg.com/media/FnXffFsaYAEpb2O.jpg:large
55,2023-01-26 3:28:56,1618450892080152576,"26 Jan 2023 ... RT @kompascom: Tim khusus Polres Cianjur, Jawa Barat, hingga saat ini masih mengejar pengendara mobil Audi A8 yang diduga menabrak mahasisw…",Linuxer,20229770,Harry Nisar,AUDI,NULL,NULL,NULL,3,Negatif,NULL,NULL,https://twitter.com/Linuxer/statuses/1618450892080152576,https://pbs.twimg.com/profile_images/1733901509950423040/gP1eucTq_200x200.jpg
56,2023-01-28 3:47:10,1619180256870682626,"Anggota polisi pakai Audi A8 ? , harganya 2,95M...Mohon diusut tuntas, pak @ListyoSigitPTranslate post",Bungfranks,914271535,Bung,AUDI,4544,1964,122389,122,Negatif,NULL,NULL,https://twitter.com/Bungfranks/status/1619180256870682626,https://pbs.twimg.com/media/Fnh722GaIAAvKRk.jpg:large
57,2023-01-29 12:31:38,1619674629223895040,LEO/DANIEL TUTUP DAIHATSU INDONESIA MASTERS 2023 DENGAN KEMENANGAN!!! INDONESIA RAIH DUA GELAR!!! ???? #DIM2023Translate post,INABadminton,1200006384,BADMINTON INDONESIA,Daihatsu,1530140,209,75627,246,Positif,NULL,NULL,https://twitter.com/INABadminton/status/1619674629223895040,https://pbs.twimg.com/media/Fno9fB4aAAAAFl6.jpg:large
58,2023-01-29 14:25:15,1619703220464660481,"Terima kasih coach Irwansyah, Harry Hartono, Herry Iman Pierngadi dan Aryono Miranat. Mereka sukses membawa anak-anak asuhnya meraih gelar dari Daihatsu Indonesia Masters 2023. Pencapaian yang...",INABadminton,1200006384,BADMINTON INDONESIA,Daihatsu,1533237,209,75837,29,Positif,NULL,NULL,https://twitter.com/INABadminton/status/1619703220464660481,https://pbs.twimg.com/media/FnpXdoGakAAC2aI.jpg:large
59,2023-01-29 5:34:47,1619569725884997637,"Wtb 3 tiket daihatsu master 2023. Hari ini, kalau ada aku mau langsung COD!!Translate post",emmanuellagatha,549049244,엠마누엘라,Daihatsu,276,228,16174,2,Netral,NULL,NULL,https://twitter.com/emmanuellagatha/status/1619569725884997637,https://pbs.twimg.com/profile_images/1594906882254442496/Kh88AyC0_200x200.jpg
